date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:13:56	8931/8931	---MCZ	200	added ('OK')	text/css	date:Sun,%2030%20Jun%202024%2009:39:08%20GMT	https://lacheie.com/cdn/shop/t/2/assets/component-card.css?v=170127402091165654191713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/component-card9ab0.css	(from https://lacheie.com/)
00:13:56	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:13:57%20GMT	http://lacheie.com/cdn/shop/t/2/assets/cart.js?v=116571066492035312161713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/cartf394.js	(from https://lacheie.com/)
00:13:56	6969/6969	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20May%202024%2020:23:57%20GMT	https://lacheie.com/cdn/shop/t/2/assets/cart.js?v=116571066492035312161713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/cartf394.js	(from https://lacheie.com/)
00:13:56	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:13:57%20GMT	http://lacheie.com/cdn/shop/t/2/assets/quantity-popover.js?v=19455713230017000861713257168	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/quantity-popover02a3.js	(from https://lacheie.com/)
00:13:57	2532/2532	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2018%20May%202024%2013:24:12%20GMT	https://lacheie.com/cdn/shop/t/2/assets/quantity-popover.js?v=19455713230017000861713257168	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/quantity-popover02a3.js	(from https://lacheie.com/)
00:13:57	281477/281477	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:454f3ca81ab3f41bb39b68b4e098b6a4%22	https://lacheie.com/collections/all	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/collections/all.html	(from https://lacheie.com/)
00:13:59	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:13:58%20GMT	http://lacheie.com/cdn/shop/t/2/assets/component-list-menu.css?v=151968516119678728991713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/component-list-menu.3f92fa.delayed	(from https://lacheie.com/)
00:13:59	172245/172245	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:4f141c35ac77614653f78fd1a3a0da29%22	https://lacheie.com/Trident/	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/Trident/index.html	(from https://lacheie.com/)
00:13:59	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:14:00%20GMT	http://lacheie.com/cdn/shop/t/2/assets/component-search.css?v=165164710990765432851713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/component-searchfbab.css	(from https://lacheie.com/)
00:13:59	516/516	---MCZ	200	added ('OK')	text/css	date:Fri,%2003%20May%202024%2016:12:16%20GMT	https://lacheie.com/cdn/shop/t/2/assets/component-list-menu.css?v=151968516119678728991713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/component-list-menu92fa.css	(from https://lacheie.com/)
00:14:00	1337/1337	---MCZ	200	added ('OK')	text/css	date:Mon,%2013%20May%202024%2022:33:31%20GMT	https://lacheie.com/cdn/shop/t/2/assets/component-search.css?v=165164710990765432851713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/component-searchfbab.css	(from https://lacheie.com/)
00:14:00	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:14:00%20GMT	http://lacheie.com/cdn/shop/t/2/assets/component-menu-drawer.css?v=85170387104997277661713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/component-menu-drawer6251.css	(from https://lacheie.com/)
00:14:00	5196/5196	---MCZ	200	added ('OK')	text/css	date:Tue,%2028%20May%202024%2007:07:12%20GMT	https://lacheie.com/cdn/shop/t/2/assets/component-menu-drawer.css?v=85170387104997277661713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/component-menu-drawer6251.css	(from https://lacheie.com/)
00:14:00	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:14:01%20GMT	http://lacheie.com/cdn/shop/t/2/assets/component-cart-notification.css?v=54116361853792938221713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/component-cart-notificationbe1a.css	(from https://lacheie.com/)
00:14:00	2693/2693	---MCZ	200	added ('OK')	text/css	date:Fri,%2028%20Jun%202024%2008:27:32%20GMT	https://lacheie.com/cdn/shop/t/2/assets/component-cart-notification.css?v=54116361853792938221713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/component-cart-notificationbe1a.css	(from https://lacheie.com/)
00:14:01	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:14:01%20GMT	http://lacheie.com/cdn/shop/t/2/assets/component-cart-items.css?v=136978088507021421401713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/component-cart-itemsa0be.css	(from https://lacheie.com/)
00:14:01	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:14:02%20GMT	http://lacheie.com/cdn/shop/t/2/assets/component-price.css?v=70172745017360139101713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/component-price99b2.css	(from https://lacheie.com/)
00:14:01	4816/4816	---MCZ	200	added ('OK')	text/css	date:Mon,%2013%20May%202024%2020:39:22%20GMT	https://lacheie.com/cdn/shop/t/2/assets/component-cart-items.css?v=136978088507021421401713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/component-cart-itemsa0be.css	(from https://lacheie.com/)
00:14:01	1668/1668	---MCZ	200	added ('OK')	text/css	date:Fri,%2021%20Jun%202024%2007:06:22%20GMT	https://lacheie.com/cdn/shop/t/2/assets/component-price.css?v=70172745017360139101713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/component-price99b2.css	(from https://lacheie.com/)
00:14:01	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:14:02%20GMT	http://lacheie.com/cdn/shop/t/2/assets/component-mega-menu.css?v=10110889665867715061713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/component-mega-menu5bbc.css	(from https://lacheie.com/)
00:14:02	1530/1530	---MCZ	200	added ('OK')	text/css	date:Fri,%2003%20May%202024%2021:11:45%20GMT	https://lacheie.com/cdn/shop/t/2/assets/component-mega-menu.css?v=10110889665867715061713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/component-mega-menu5bbc.css	(from https://lacheie.com/)
00:14:02	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:14:03%20GMT	http://lacheie.com/cdn/shop/t/2/assets/component-cart-drawer.css?v=67327691417103202711713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/component-cart-drawera960.css	(from https://lacheie.com/)
00:14:02	6278/6278	---MCZ	200	added ('OK')	text/css	date:Fri,%2028%20Jun%202024%2014:04:15%20GMT	https://lacheie.com/cdn/shop/t/2/assets/component-cart-drawer.css?v=67327691417103202711713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/component-cart-drawera960.css	(from https://lacheie.com/)
00:14:02	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:14:03%20GMT	http://lacheie.com/cdn/shop/t/2/assets/component-cart.css?v=181291337967238571831713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/component-carta8fc.css	(from https://lacheie.com/)
00:14:03	2897/2897	---MCZ	200	added ('OK')	text/css	date:Tue,%2014%20May%202024%2000:26:58%20GMT	https://lacheie.com/cdn/shop/t/2/assets/component-cart.css?v=181291337967238571831713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/component-carta8fc.css	(from https://lacheie.com/)
00:14:03	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:14:04%20GMT	http://lacheie.com/cdn/shop/t/2/assets/component-totals.css?v=15906652033866631521713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/component-totals115b.css	(from https://lacheie.com/)
00:14:03	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:14:04%20GMT	http://lacheie.com/cdn/shop/t/2/assets/component-discounts.css?v=152760482443307489271713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/component-discountsc66d.css	(from https://lacheie.com/)
00:14:03	493/493	---MCZ	200	added ('OK')	text/css	date:Tue,%2014%20May%202024%2000:26:58%20GMT	https://lacheie.com/cdn/shop/t/2/assets/component-totals.css?v=15906652033866631521713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/component-totals115b.css	(from https://lacheie.com/)
00:14:04	562/562	---MCZ	200	added ('OK')	text/css	date:Thu,%2013%20Jun%202024%2007:06:39%20GMT	https://lacheie.com/cdn/shop/t/2/assets/component-discounts.css?v=152760482443307489271713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/component-discountsc66d.css	(from https://lacheie.com/)
00:14:04	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:14:04%20GMT	http://lacheie.com/cdn/shop/t/2/assets/details-disclosure.js?v=13653116266235556501713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/details-disclosurec5d3.js	(from https://lacheie.com/)
00:14:04	1440/1440	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2028%20May%202024%2007:07:48%20GMT	https://lacheie.com/cdn/shop/t/2/assets/details-disclosure.js?v=13653116266235556501713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/details-disclosurec5d3.js	(from https://lacheie.com/)
00:14:04	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:14:05%20GMT	http://lacheie.com/cdn/shop/t/2/assets/details-modal.js?v=25581673532751508451713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/details-modalc2fb.js	(from https://lacheie.com/)
00:14:05	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:14:05%20GMT	http://lacheie.com/cdn/shop/t/2/assets/cart-notification.js?v=133508293167896966491713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/cart-notificatione3fd.js	(from https://lacheie.com/)
00:14:05	1554/1554	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2030%20Jun%202024%2020:11:08%20GMT	https://lacheie.com/cdn/shop/t/2/assets/details-modal.js?v=25581673532751508451713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/details-modalc2fb.js	(from https://lacheie.com/)
00:14:05	1914/1914	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20May%202024%2019:00:24%20GMT	https://lacheie.com/cdn/shop/t/2/assets/cart-notification.js?v=133508293167896966491713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/cart-notificatione3fd.js	(from https://lacheie.com/)
00:14:05	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:14:06%20GMT	http://lacheie.com/cdn/shop/t/2/assets/search-form.js?v=133129549252120666541713257168	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/search-form7ab4.js	(from https://lacheie.com/)
00:14:06	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:14:06%20GMT	http://lacheie.com/cdn/shop/t/2/assets/cart-drawer.js?v=105077087914686398511713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/cart-drawerac54.js	(from https://lacheie.com/)
00:14:06	994/994	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20May%202024%2021:31:48%20GMT	https://lacheie.com/cdn/shop/t/2/assets/search-form.js?v=133129549252120666541713257168	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/search-form7ab4.js	(from https://lacheie.com/)
00:14:06	3371/3371	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2021%20Jun%202024%2007:06:22%20GMT	https://lacheie.com/cdn/shop/t/2/assets/cart-drawer.js?v=105077087914686398511713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/cart-drawerac54.js	(from https://lacheie.com/)
00:14:06	254782/254782	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:b06591cc36b8901b995b7d569f0f80ff%22	https://lacheie.com/pages/cateva-reclame-create-de-noi	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/pages/cateva-reclame-create-de-noi.html	(from https://lacheie.com/)
00:14:07	226040/226040	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:1d1dff91966672ba6a7cc883aaaa696c%22	https://lacheie.com/pages/cum-lucram-noi	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/pages/cum-lucram-noi.html	(from https://lacheie.com/)
00:14:07	277627/277627	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:103cf300b4abc6d15cf0481054f5cb8b%22	https://lacheie.com/pages/recenzii	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/pages/recenzii.html	(from https://lacheie.com/)
00:14:08	225038/225038	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:c673633bb44c53e71527e8fd58a99e2d%22	https://lacheie.com/pages/contact	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/pages/contact.html	(from https://lacheie.com/)
00:14:10	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:14:09%20GMT	http://lacheie.com/cdn/shop/t/2/assets/component-loading-spinner.css?v=116724955567955766481713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/component-loading-spinner41c0.css	(from https://lacheie.com/)
00:14:10	238085/238085	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:0ce8269461b9aafd0704bc57c93053b7%22	https://lacheie.com/pages/intrebari	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/pages/intrebari.html	(from https://lacheie.com/)
00:14:10	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:14:11%20GMT	http://lacheie.com/cdn/shop/files/La_93d2b30d-2977-477f-9e85-6d5d011e2b49.png?v=1716584258&width=600	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/files/La_93d2b30d-2977-477f-9e85-6d5d011e2b49bb01.png	(from https://lacheie.com/)
00:14:10	904/904	---MCZ	200	added ('OK')	text/css	date:Fri,%2028%20Jun%202024%2014:04:15%20GMT	https://lacheie.com/cdn/shop/t/2/assets/component-loading-spinner.css?v=116724955567955766481713257167	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/component-loading-spinner41c0.css	(from https://lacheie.com/)
00:14:11	103135/103135	---M--	200	added ('OK')	image/png	date:Sun,%2030%20Jun%202024%2021:14:12%20GMT	https://lacheie.com/cdn/shop/files/La_93d2b30d-2977-477f-9e85-6d5d011e2b49.png?v=1716584258&width=600	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/files/La_93d2b30d-2977-477f-9e85-6d5d011e2b49bb01.png	(from https://lacheie.com/)
00:14:13	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:14:12%20GMT	http://lacheie.com/cdn/shop/t/2/assets/section-rich-text.css?v=155250126305810049721713257168	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/section-rich-textbe36.css	(from https://lacheie.com/)
00:14:13	177419/177419	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:ec1188d77c5e7b31b567a1e01992d770%22	https://lacheie.com/cart	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cart.html	(from https://lacheie.com/)
00:14:14	1230/1230	---MCZ	200	added ('OK')	text/css	date:Mon,%2013%20May%202024%2017:48:46%20GMT	https://lacheie.com/cdn/shop/t/2/assets/section-rich-text.css?v=155250126305810049721713257168	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/t/2/assets/section-rich-textbe36.css	(from https://lacheie.com/)
00:14:14	57/57	---MC-	302	error ('Found')	text/plain	date:Sun,%2030%20Jun%202024%2021:14:15%20GMT	https://unpkg.com/swiper@8/swiper-bundle.min.css	C:/Users/didas/OneDrive/Desktop/lacheie/unpkg.com/swiper@8/swiper-bundle.min.6b.delayed	(from https://lacheie.com/)
00:14:14	16493/16493	---MCZ	200	added ('OK')	text/css	etag:W/%22406d-rwCOh5O6dcNGNg6U6W482jFM4n8%22	https://unpkg.com/swiper@8.4.7/swiper-bundle.min.css	C:/Users/didas/OneDrive/Desktop/lacheie/unpkg.com/swiper@8.4.7/swiper-bundle.min.css	(from https://lacheie.com/)
00:14:14	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:14:15%20GMT	http://lacheie.com/cdn/fonts/josefin_sans/josefinsans_n4.c8300d95fd4ce72542a6efba9c682da40d144fba.woff2?h1=YTY5ZWZkLTBjLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=bGFjaGVpZS5jb20&hmac=417d1da3e0ba6aa2faa75d0ca3a75a6a83df18d9a3e53182f1bac1e42ab557e5	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/fonts/josefin_sans/josefinsans_n4.c8300d95fd4ce72542a6efba9c682da40d144fbae975.woff2	(from https://lacheie.com/)
00:14:15	21220/21220	---M--	200	added ('OK')	font/woff2	date:Thu,%2013%20Jun%202024%2010:18:25%20GMT	https://lacheie.com/cdn/fonts/josefin_sans/josefinsans_n4.c8300d95fd4ce72542a6efba9c682da40d144fba.woff2?h1=YTY5ZWZkLTBjLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=bGFjaGVpZS5jb20&hmac=417d1da3e0ba6aa2faa75d0ca3a75a6a83df18d9a3e53182f1bac1e42ab557e5	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/fonts/josefin_sans/josefinsans_n4.c8300d95fd4ce72542a6efba9c682da40d144fbae975.woff2	(from https://lacheie.com/)
00:14:15	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:14:15%20GMT	http://lacheie.com/cdn/fonts/josefin_sans/josefinsans_n4.ed7230a86e75b34b997bd12a5e1b87fcaf7104d8.woff?h1=YTY5ZWZkLTBjLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=bGFjaGVpZS5jb20&hmac=1a1ab679c738c37ee564bb36fb616f57a9ea0a87d95661b9c8cd2ca1a7be57ec	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/fonts/josefin_sans/josefinsans_n4.ed7230a86e75b34b997bd12a5e1b87fcaf7104d8ac2c.woff	(from https://lacheie.com/)
00:14:15	21224/21224	---M--	200	added ('OK')	font/woff2	date:Thu,%2013%20Jun%202024%2008:40:45%20GMT	https://lacheie.com/cdn/fonts/josefin_sans/josefinsans_n4.ed7230a86e75b34b997bd12a5e1b87fcaf7104d8.woff?h1=YTY5ZWZkLTBjLmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=bGFjaGVpZS5jb20&hmac=1a1ab679c738c37ee564bb36fb616f57a9ea0a87d95661b9c8cd2ca1a7be57ec	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/fonts/josefin_sans/josefinsans_n4.ed7230a86e75b34b997bd12a5e1b87fcaf7104d8ac2c.woff	(from https://lacheie.com/)
00:14:16	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:14:16%20GMT	http://lacheie.com/cdn/shop/files/12996323-FC81-4506-B536-78C776CD5157.png?v=1716500695	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/files/12996323-FC81-4506-B536-78C776CD5157fbb9.png	(from https://lacheie.com/)
00:14:18	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:14:17%20GMT	http://lacheie.com/cdn/shop/files/Design_fara_titlu_1_07202588-4b5c-41d2-a52c-8ae984a1dd28.png?v=1718293928	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/files/Design_fara_titlu_1_07202588-4b5c-41d2-a52c-8ae984a1dd28a998.png	(from https://lacheie.com/)
00:14:18	259976/259976	---M--	200	added ('OK')	image/png	date:Sun,%2030%20Jun%202024%2008:20:36%20GMT	https://lacheie.com/cdn/shop/files/12996323-FC81-4506-B536-78C776CD5157.png?v=1716500695	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/files/12996323-FC81-4506-B536-78C776CD5157fbb9.png	(from https://lacheie.com/)
00:14:21	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:14:20%20GMT	http://lacheie.com/cdn/shop/files/6B333EAC-9728-4AF2-9216-220F8CE73713.png?v=1716500695	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/files/6B333EAC-9728-4AF2-9216-220F8CE73713fbb9.png	(from https://lacheie.com/)
00:14:22	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:14:22%20GMT	http://lacheie.com/cdn/shop/files/823F29F3-15D4-4F2F-AE59-F567FC54B729.png?v=1716500696	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/files/823F29F3-15D4-4F2F-AE59-F567FC54B7296bdc.png	(from https://lacheie.com/)
00:14:22	58867/58867	---M--	200	added ('OK')	image/png	date:Sun,%2030%20Jun%202024%2008:20:36%20GMT	https://lacheie.com/cdn/shop/files/6B333EAC-9728-4AF2-9216-220F8CE73713.png?v=1716500695	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/files/6B333EAC-9728-4AF2-9216-220F8CE73713fbb9.png	(from https://lacheie.com/)
00:14:22	4321682/4321682	---M--	200	added ('OK')	image/png	date:Sun,%2030%20Jun%202024%2021:14:20%20GMT	https://lacheie.com/cdn/shop/files/Design_fara_titlu_1_07202588-4b5c-41d2-a52c-8ae984a1dd28.png?v=1718293928	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/files/Design_fara_titlu_1_07202588-4b5c-41d2-a52c-8ae984a1dd28a998.png	(from https://lacheie.com/)
00:14:24	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:14:23%20GMT	http://lacheie.com/cdn/shop/files/283C63CB-D5D2-4E78-9D6A-873B8E0FFD40.png?v=1716500695	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/files/283C63CB-D5D2-4E78-9D6A-873B8E0FFD40fbb9.png	(from https://lacheie.com/)
00:14:24	42145/42145	---M--	200	added ('OK')	image/png	date:Sun,%2030%20Jun%202024%2008:20:36%20GMT	https://lacheie.com/cdn/shop/files/823F29F3-15D4-4F2F-AE59-F567FC54B729.png?v=1716500696	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/files/823F29F3-15D4-4F2F-AE59-F567FC54B7296bdc.png	(from https://lacheie.com/)
00:14:24	97649/97649	---M--	200	added ('OK')	image/png	date:Sun,%2030%20Jun%202024%2008:20:36%20GMT	https://lacheie.com/cdn/shop/files/283C63CB-D5D2-4E78-9D6A-873B8E0FFD40.png?v=1716500695	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/files/283C63CB-D5D2-4E78-9D6A-873B8E0FFD40fbb9.png	(from https://lacheie.com/)
00:14:24	56/56	---MC-	302	error ('Found')	text/plain	date:Sun,%2030%20Jun%202024%2021:14:25%20GMT	https://unpkg.com/swiper@8/swiper-bundle.min.js	C:/Users/didas/OneDrive/Desktop/lacheie/unpkg.com/swiper@8/swiper-bundle.min.js	(from https://lacheie.com/)
00:14:24	143706/143706	---MCZ	200	added ('OK')	application/javascript	etag:W/%222315a-9NyNRghnOcWBIRhbLQ9OGQcQ8Rs%22	https://unpkg.com/swiper@8.4.7/swiper-bundle.min.js	C:/Users/didas/OneDrive/Desktop/lacheie/unpkg.com/swiper@8.4.7/swiper-bundle.min.js	(from https://lacheie.com/)
00:14:26	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:14:25%20GMT	http://lacheie.com/cdn/shop/files/11.png?v=1716584258	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/files/11db8d.png	(from https://lacheie.com/)
00:14:26	169610/169610	---M--	200	added ('OK')	image/png	date:Sun,%2030%20Jun%202024%2008:20:37%20GMT	https://lacheie.com/cdn/shop/files/11.png?v=1716584258	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/files/11db8d.png	(from https://lacheie.com/)
00:14:29	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:14:28%20GMT	http://lacheie.com/cdn/shop/files/22.png?v=1716584257	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/files/22e791.png	(from https://lacheie.com/)
00:14:29	261410/261410	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:33328e2d0e2f7e5999a12ca3daf2dcc3%22	https://lacheie.com/products/3-reclame-1?_pos=1&_psq=1&_ss=e&_v=1.0	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/products/3-reclame-10308.html	(from https://lacheie.com/)
00:14:29	163262/163262	---M--	200	added ('OK')	image/png	date:Sun,%2030%20Jun%202024%2008:20:37%20GMT	https://lacheie.com/cdn/shop/files/22.png?v=1716584257	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/files/22e791.png	(from https://lacheie.com/)
00:14:31	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2030%20Jun%202024%2021:14:30%20GMT	http://lacheie.com/cdn/shop/files/333.png?v=1716584258	C:/Users/didas/OneDrive/Desktop/lacheie/lacheie.com/cdn/shop/files/333db8d.png	(from https://lacheie.com/)
